warning: only one CPU, which may conceal locking bugs
025932 LOG1 S1 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
025933 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
026470 TIMR S0 Leader, checking heartbeats
026474 LOG1 S2 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
026474 LOG1 S2 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
026475 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
026477 LOG1 S1 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
026477 LOG1 S1 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
026483 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
027065 TIMR S0 Leader, checking heartbeats
027068 LOG1 S2 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
027069 LOG1 S2 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
027070 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
027071 LOG1 S1 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
027071 LOG1 S1 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
027072 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
027594 TIMR S0 Leader, checking heartbeats
027598 LOG1 S2 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
027598 LOG1 S2 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
027601 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
027603 LOG1 S1 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
027603 LOG1 S1 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
027604 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
028163 TIMR S0 Leader, checking heartbeats
028169 LOG1 S1 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
028169 LOG1 S1 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
028170 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
028171 LOG1 S2 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
028172 LOG1 S2 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
028172 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
028692 TIMR S0 Leader, checking heartbeats
028698 LOG1 S2 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
028698 LOG1 S2 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
028699 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
028700 LOG1 S1 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
028701 LOG1 S1 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
028713 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
029222 TIMR S0 Leader, checking heartbeats
029227 LOG1 S2 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
029227 LOG1 S2 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
029228 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
029230 LOG1 S1 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
029230 LOG1 S1 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
029231 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
029786 TIMR S0 Leader, checking heartbeats
029789 LOG1 S2 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
029789 LOG1 S2 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
029790 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
029791 LOG1 S1 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
029791 LOG1 S1 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
029792 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
  ... Passed --   3.0  3  106   31624    0
030302 CLNT S0 start
030303 CLNT S1 start
030304 CLNT S2 start
Test (2A): election after network failure ...
032328 TIMR S0 Follower -> Candidate at time : 1681830230
032329 CLNT S0 election timeouts restart a new election now - lastAct = 202 ms
032329 INFO S0 new timeouts 231 ms
032330 VOTE S0 send request to S1 for vote
032330 VOTE S0 send request to S2 for vote
032332 CLNT S2 Handle RequestVote, CandidatesId0 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
032333 CLNT S2 voted to S0
032334 VOTE S0 got majority votes and becomes Leader Spend 0 millseconds
032335 CLNT S1 Handle RequestVote, CandidatesId0 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
032335 CLNT S1 voted to S0
032421 TIMR S0 Leader, checking heartbeats
032425 LOG1 S2 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
032425 LOG1 S2 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
032428 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
032430 LOG1 S1 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
032430 LOG1 S1 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
032431 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
032973 TIMR S0 Leader, checking heartbeats
032978 LOG1 S2 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
032978 LOG1 S2 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
032980 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
032981 LOG1 S1 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
032981 LOG1 S1 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
032983 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
033508 TIMR S0 Leader, checking heartbeats
033511 LOG1 S2 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
033512 LOG1 S2 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
033513 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
033514 LOG1 S1 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
033514 LOG1 S1 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
033515 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
034052 TIMR S0 Leader, checking heartbeats
034056 LOG1 S2 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
034057 LOG1 S2 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
034058 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
034060 LOG1 S1 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
034060 LOG1 S1 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
034061 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
034624 TIMR S0 Leader, checking heartbeats
034628 LOG1 S2 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
034628 LOG1 S2 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
034630 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
034632 LOG1 S1 Handle AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
034632 LOG1 S1 Return AppendEntries, LeaderId0 Term1 CurrentTerm1 role=[Follower]
034633 LEAD S0 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
035192 TIMR S0 Leader, checking heartbeats
035735 TIMR S0 Leader, checking heartbeats
036265 TIMR S0 Leader, checking heartbeats
036807 TIMR S0 Leader, checking heartbeats
036878 TIMR S2 Follower -> Candidate at time : 1681830230
036879 CLNT S2 election timeouts restart a new election now - lastAct = 225 ms
036881 INFO S2 new timeouts 203 ms
036884 VOTE S2 send request to S0 for vote
036885 VOTE S2 send request to S1 for vote
036887 CLNT S1 Handle RequestVote, CandidatesId2 Term2 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor0
036890 CLNT S1 voted to S2
036891 VOTE S2 got majority votes and becomes Leader Spend 0 millseconds
036963 TIMR S2 Leader, checking heartbeats
036969 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
036969 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
036972 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
037342 TIMR S0 Leader, checking heartbeats
037499 TIMR S2 Leader, checking heartbeats
037503 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
037503 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
037505 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
037922 TIMR S0 Leader, checking heartbeats
038064 TIMR S2 Leader, checking heartbeats
038068 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
038068 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
038069 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
038449 TIMR S0 Leader, checking heartbeats
038605 TIMR S2 Leader, checking heartbeats
038614 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
038614 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
038656 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
038959 TIMR S0 Leader, checking heartbeats
039128 TIMR S2 Leader, checking heartbeats
039134 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
039135 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
039136 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
039508 TIMR S0 Leader, checking heartbeats
039653 TIMR S2 Leader, checking heartbeats
039657 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
039658 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
039659 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
040063 TIMR S0 Leader, checking heartbeats
040066 LOG1 S2 Handle AppendEntries, LeaderId0 Term1 CurrentTerm2 role=[Leader]
040066 LOG1 S2 Return AppendEntries, LeaderId0 Term1 CurrentTerm2 role=[Leader]
040068 LEAD S0 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Follower]
040070 LOG1 S1 Handle AppendEntries, LeaderId0 Term1 CurrentTerm2 role=[Follower]
040071 LOG1 S1 Return AppendEntries, LeaderId0 Term1 CurrentTerm2 role=[Follower]
040072 LEAD S0 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Follower]
040176 TIMR S2 Leader, checking heartbeats
040180 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
040180 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
040181 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
040183 LOG1 S0 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
040183 LOG1 S0 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
040183 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
040709 TIMR S2 Leader, checking heartbeats
040713 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
040713 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
040715 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
040716 LOG1 S0 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
040716 LOG1 S0 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
040717 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
041246 TIMR S2 Leader, checking heartbeats
041250 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
041250 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
041252 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
041253 LOG1 S0 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
041253 LOG1 S0 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
041254 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
041774 TIMR S2 Leader, checking heartbeats
041778 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
041779 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
041780 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
041781 LOG1 S0 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
041781 LOG1 S0 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
041782 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
042305 TIMR S2 Leader, checking heartbeats
042309 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
042309 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
042310 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
042311 LOG1 S0 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
042311 LOG1 S0 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
042312 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
042836 TIMR S2 Leader, checking heartbeats
042843 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
042843 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
042844 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
042846 LOG1 S0 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
042846 LOG1 S0 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
042847 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
043363 TIMR S2 Leader, checking heartbeats
043366 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
043366 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
043367 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
043368 LOG1 S0 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
043368 LOG1 S0 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
043369 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
043905 TIMR S2 Leader, checking heartbeats
043909 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
043910 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
043912 LOG1 S0 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
043912 LOG1 S0 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
043914 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
043916 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
044431 TIMR S2 Leader, checking heartbeats
044434 LOG1 S1 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
044434 LOG1 S1 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
044436 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
044438 LOG1 S0 Handle AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
044438 LOG1 S0 Return AppendEntries, LeaderId2 Term2 CurrentTerm2 role=[Follower]
044441 LEAD S2 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
044965 TIMR S2 Leader, checking heartbeats
045528 TIMR S2 Leader, checking heartbeats
046046 TIMR S2 Leader, checking heartbeats
046554 TIMR S0 Follower -> Candidate at time : 1681830231
046555 CLNT S0 election timeouts restart a new election now - lastAct = 211 ms
046555 INFO S0 new timeouts 227 ms
046556 VOTE S0 send request to S1 for vote
046556 VOTE S0 send request to S2 for vote
046558 TIMR S1 Follower -> Candidate at time : 1681830231
046558 CLNT S1 election timeouts restart a new election now - lastAct = 212 ms
046558 INFO S1 new timeouts 241 ms
046558 VOTE S1 send request to S0 for vote
046558 VOTE S1 send request to S2 for vote
046561 TIMR S2 Leader, checking heartbeats
047100 TIMR S2 Leader, checking heartbeats
047637 TIMR S2 Leader, checking heartbeats
048155 TIMR S2 Leader, checking heartbeats
048687 TIMR S2 Leader, checking heartbeats
049090 CLNT S0 election timeouts restart a new election now - lastAct = 253 ms
049090 INFO S0 new timeouts 164 ms
049091 VOTE S0 send request to S1 for vote
049091 VOTE S0 send request to S2 for vote
049095 CLNT S1 election timeouts restart a new election now - lastAct = 253 ms
049095 INFO S1 new timeouts 284 ms
049095 VOTE S1 send request to S0 for vote
049095 VOTE S1 send request to S2 for vote
049214 TIMR S2 Leader, checking heartbeats
049757 TIMR S2 Leader, checking heartbeats
050311 TIMR S2 Leader, checking heartbeats
050866 TIMR S2 Leader, checking heartbeats
051122 CLNT S0 election timeouts restart a new election now - lastAct = 203 ms
051123 INFO S0 new timeouts 178 ms
051124 VOTE S0 send request to S1 for vote
051124 VOTE S0 send request to S2 for vote
051394 TIMR S2 Leader, checking heartbeats
051922 TIMR S2 Leader, checking heartbeats
052164 CLNT S1 election timeouts restart a new election now - lastAct = 306 ms
052165 INFO S1 new timeouts 334 ms
052166 VOTE S1 send request to S0 for vote
052166 VOTE S1 send request to S2 for vote
052518 TIMR S2 Leader, checking heartbeats
053043 TIMR S2 Leader, checking heartbeats
053183 CLNT S0 election timeouts restart a new election now - lastAct = 206 ms
053184 INFO S0 new timeouts 150 ms
053185 VOTE S0 send request to S1 for vote
053185 VOTE S0 send request to S2 for vote
053567 TIMR S2 Leader, checking heartbeats
054115 TIMR S2 Leader, checking heartbeats
054665 TIMR S2 Leader, checking heartbeats
054709 CLNT S0 election timeouts restart a new election now - lastAct = 152 ms
054710 INFO S0 new timeouts 152 ms
054710 VOTE S0 send request to S1 for vote
054713 VOTE S0 send request to S2 for vote
055259 TIMR S2 Leader, checking heartbeats
055725 CLNT S1 election timeouts restart a new election now - lastAct = 356 ms
055726 INFO S1 new timeouts 310 ms
055726 VOTE S1 send request to S0 for vote
055727 VOTE S1 send request to S2 for vote
055787 TIMR S2 Leader, checking heartbeats
056313 TIMR S2 Leader, checking heartbeats
056745 CLNT S0 election timeouts restart a new election now - lastAct = 203 ms
056746 INFO S0 new timeouts 334 ms
056746 VOTE S0 send request to S1 for vote
056747 VOTE S0 send request to S2 for vote
056850 TIMR S2 Leader, checking heartbeats
057366 TIMR S2 Leader, checking heartbeats
057912 TIMR S2 Leader, checking heartbeats
058440 TIMR S2 Leader, checking heartbeats
058980 TIMR S2 Leader, checking heartbeats
059295 CLNT S1 election timeouts restart a new election now - lastAct = 356 ms
059296 INFO S1 new timeouts 176 ms
059297 VOTE S1 send request to S0 for vote
059297 VOTE S1 send request to S2 for vote
059500 TIMR S2 Leader, checking heartbeats
060020 TIMR S2 Leader, checking heartbeats
060309 CLNT S0 election timeouts restart a new election now - lastAct = 356 ms
060309 INFO S0 new timeouts 167 ms
060310 VOTE S0 send request to S1 for vote
060310 VOTE S0 send request to S2 for vote
060564 TIMR S2 Leader, checking heartbeats
061101 TIMR S2 Leader, checking heartbeats
061324 CLNT S1 election timeouts restart a new election now - lastAct = 202 ms
061324 INFO S1 new timeouts 251 ms
061325 VOTE S1 send request to S0 for vote
061325 VOTE S1 send request to S2 for vote
061620 TIMR S2 Leader, checking heartbeats
062135 TIMR S2 Leader, checking heartbeats
062338 CLNT S0 election timeouts restart a new election now - lastAct = 202 ms
062338 INFO S0 new timeouts 189 ms
062339 VOTE S0 send request to S1 for vote
062339 VOTE S0 send request to S2 for vote
062645 TIMR S2 Leader, checking heartbeats
063179 TIMR S2 Leader, checking heartbeats
063736 TIMR S2 Leader, checking heartbeats
063870 CLNT S1 election timeouts restart a new election now - lastAct = 254 ms
063871 INFO S1 new timeouts 301 ms
063872 VOTE S1 send request to S0 for vote
063872 VOTE S1 send request to S2 for vote
064291 TIMR S2 Leader, checking heartbeats
064380 CLNT S0 election timeouts restart a new election now - lastAct = 204 ms
064380 INFO S0 new timeouts 238 ms
064381 VOTE S0 send request to S1 for vote
064382 VOTE S0 send request to S2 for vote
064862 TIMR S2 Leader, checking heartbeats
065401 TIMR S2 Leader, checking heartbeats
065937 TIMR S2 Leader, checking heartbeats
066465 TIMR S2 Leader, checking heartbeats
066916 CLNT S1 election timeouts restart a new election now - lastAct = 304 ms
066917 INFO S1 new timeouts 232 ms
066918 VOTE S1 send request to S0 for vote
066918 VOTE S1 send request to S2 for vote
066920 CLNT S0 Handle RequestVote, CandidatesId1 Term10 CurrentTerm11 LastLogIndex-1 LastLogTerm-1 votedFor0
066921 CLNT S0 Refuse vote S1 cause term is older than me
066922 CLNT S0 election timeouts restart a new election now - lastAct = 254 ms
066922 INFO S0 new timeouts 179 ms
066922 VOTE S0 send request to S1 for vote
066922 VOTE S0 send request to S2 for vote
066924 CLNT S1 Handle RequestVote, CandidatesId0 Term12 CurrentTerm11 LastLogIndex-1 LastLogTerm-1 votedFor-1
066924 CLNT S1 voted to S0
066924 VOTE S0 got majority votes and becomes Leader Spend 0 millseconds
066946 TIMR S0 Leader, checking heartbeats
066949 LOG1 S1 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
066949 LOG1 S1 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
066950 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
067001 TIMR S2 Leader, checking heartbeats
067460 TIMR S0 Leader, checking heartbeats
067464 LOG1 S1 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
067465 LOG1 S1 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
067466 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
067529 TIMR S2 Leader, checking heartbeats
067979 TIMR S0 Leader, checking heartbeats
067984 LOG1 S1 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
067984 LOG1 S1 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
067985 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
068038 TIMR S2 Leader, checking heartbeats
068500 TIMR S0 Leader, checking heartbeats
068504 LOG1 S1 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
068504 LOG1 S1 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
068505 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
068600 TIMR S2 Leader, checking heartbeats
069013 TIMR S0 Leader, checking heartbeats
069016 LOG1 S1 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
069016 LOG1 S1 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
069017 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
069123 TIMR S2 Leader, checking heartbeats
069543 TIMR S0 Leader, checking heartbeats
069546 LOG1 S2 Handle AppendEntries, LeaderId0 Term12 CurrentTerm2 role=[Leader]
069546 LOG1 S2 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
069550 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
069552 LOG1 S1 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
069552 LOG1 S1 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
069554 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
070064 TIMR S0 Leader, checking heartbeats
070067 LOG1 S2 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
070067 LOG1 S2 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
070068 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
070069 LOG1 S1 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
070069 LOG1 S1 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
070070 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
070617 TIMR S0 Leader, checking heartbeats
070621 LOG1 S2 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
070621 LOG1 S2 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
070622 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
070623 LOG1 S1 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
070623 LOG1 S1 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
070624 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
071164 TIMR S0 Leader, checking heartbeats
071166 LOG1 S2 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
071166 LOG1 S2 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
071168 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
071169 LOG1 S1 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
071169 LOG1 S1 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
071170 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
071709 TIMR S0 Leader, checking heartbeats
071712 LOG1 S2 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
071713 LOG1 S2 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
071714 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
071715 LOG1 S1 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
071715 LOG1 S1 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
071717 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
072228 TIMR S0 Leader, checking heartbeats
072232 LOG1 S1 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
