warning: only one CPU, which may conceal locking bugs
073160 TIMR S0 Leader, checking heartbeats
073164 LOG1 S2 Handle AppendEntries, LeaderId0 Term10 CurrentTerm10 role=[Follower]
073165 LOG1 S2 Return AppendEntries, LeaderId0 Term10 CurrentTerm10 role=[Follower]
073166 LEAD S0 appendEntries ends, peerTerm10 myCurrentTerm10 myRole[Leader]
073168 LOG1 S1 Handle AppendEntries, LeaderId0 Term10 CurrentTerm10 role=[Follower]
073169 LOG1 S1 Return AppendEntries, LeaderId0 Term10 CurrentTerm10 role=[Follower]
073170 LEAD S0 appendEntries ends, peerTerm10 myCurrentTerm10 myRole[Leader]
073668 TIMR S0 Leader, checking heartbeats
073682 LOG1 S2 Handle AppendEntries, LeaderId0 Term10 CurrentTerm10 role=[Follower]
073682 LOG1 S2 Return AppendEntries, LeaderId0 Term10 CurrentTerm10 role=[Follower]
073684 LEAD S0 appendEntries ends, peerTerm10 myCurrentTerm10 myRole[Leader]
073686 LOG1 S1 Handle AppendEntries, LeaderId0 Term10 CurrentTerm10 role=[Follower]
073686 LOG1 S1 Return AppendEntries, LeaderId0 Term10 CurrentTerm10 role=[Follower]
073688 LEAD S0 appendEntries ends, peerTerm10 myCurrentTerm10 myRole[Leader]
074270 TIMR S0 Leader, checking heartbeats
074274 LOG1 S2 Handle AppendEntries, LeaderId0 Term10 CurrentTerm10 role=[Follower]
074274 LOG1 S2 Return AppendEntries, LeaderId0 Term10 CurrentTerm10 role=[Follower]
074275 LEAD S0 appendEntries ends, peerTerm10 myCurrentTerm10 myRole[Leader]
074277 LOG1 S1 Handle AppendEntries, LeaderId0 Term10 CurrentTerm10 role=[Follower]
074277 LOG1 S1 Return AppendEntries, LeaderId0 Term10 CurrentTerm10 role=[Follower]
074278 LEAD S0 appendEntries ends, peerTerm10 myCurrentTerm10 myRole[Leader]
  ... Passed --   4.4  3  210   43098    0
074824 CLNT S0 start
074826 CLNT S1 start
074827 CLNT S2 start
074827 CLNT S3 start
074828 CLNT S4 start
074829 CLNT S5 start
074830 CLNT S6 start
Test (2A): multiple elections ...
075939 VOTE S0 did not got majortity votes election faild
076906 TIMR S6 Follower -> Candidate at time : 1681831821
076906 CLNT S6 election timeouts restart a new election now - lastAct = 207 ms
076906 INFO S6 new timeouts 285 ms
076907 VOTE S6 send request to S0 for vote
076908 VOTE S6 send request to S1 for vote
076908 VOTE S6 send request to S2 for vote
076908 VOTE S6 send request to S3 for vote
076908 VOTE S6 send request to S4 for vote
076908 VOTE S6 send request to S5 for vote
076910 CLNT S5 Handle RequestVote, CandidatesId6 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
076910 CLNT S5 voted to S6
076912 TIMR S1 Follower -> Candidate at time : 1681831821
076912 CLNT S1 election timeouts restart a new election now - lastAct = 208 ms
076913 INFO S1 new timeouts 158 ms
076914 VOTE S1 send request to S0 for vote
076914 VOTE S1 send request to S2 for vote
076914 VOTE S1 send request to S3 for vote
076914 VOTE S1 send request to S4 for vote
076914 VOTE S1 send request to S5 for vote
076914 VOTE S1 send request to S6 for vote
076916 CLNT S6 Handle RequestVote, CandidatesId1 Term1 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
076916 CLNT S6 Refuse vote S1 cause already vote for someone else
076919 CLNT S0 Handle RequestVote, CandidatesId6 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
076920 CLNT S0 voted to S6
076922 CLNT S0 Handle RequestVote, CandidatesId1 Term1 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
076922 CLNT S0 Refuse vote S1 cause already vote for someone else
076925 CLNT S1 Handle RequestVote, CandidatesId6 Term1 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor1
076925 CLNT S1 Refuse vote S6 cause already vote for someone else
076927 CLNT S2 Handle RequestVote, CandidatesId6 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
076927 CLNT S2 voted to S6
076928 VOTE S6 got majority votes and becomes Leader Spend 2 millseconds
076930 CLNT S3 Handle RequestVote, CandidatesId6 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
076930 CLNT S3 voted to S6
076933 CLNT S4 Handle RequestVote, CandidatesId6 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
076934 CLNT S4 voted to S6
076945 CLNT S2 Handle RequestVote, CandidatesId1 Term1 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
076945 CLNT S2 Refuse vote S1 cause already vote for someone else
076947 CLNT S4 Handle RequestVote, CandidatesId1 Term1 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
076948 CLNT S4 Refuse vote S1 cause already vote for someone else
076958 CLNT S3 Handle RequestVote, CandidatesId1 Term1 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
076958 CLNT S3 Refuse vote S1 cause already vote for someone else
076960 CLNT S5 Handle RequestVote, CandidatesId1 Term1 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
076960 CLNT S5 Refuse vote S1 cause already vote for someone else
076965 VOTE S0 did not got majortity votes election faild
077107 VOTE S1 did not got majortity votes election faild
077125 TIMR S6 Leader, checking heartbeats
077128 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077129 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077130 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077133 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077133 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077144 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077145 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Candidate]
077146 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077163 LOG1 S3 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077163 LOG1 S3 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077168 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077169 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077170 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077172 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077172 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077174 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077398 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077425 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077679 TIMR S6 Leader, checking heartbeats
077683 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077683 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077685 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077687 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077687 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077689 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077692 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077722 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077694 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077724 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077695 LOG1 S3 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077725 LOG1 S3 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077697 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077727 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077733 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077734 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077734 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077734 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078184 VOTE S2 did not got majortity votes election faild
078215 TIMR S6 Leader, checking heartbeats
078219 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078220 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078221 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078223 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078223 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078224 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078226 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078226 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078230 LOG1 S3 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078230 LOG1 S3 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078231 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078233 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078233 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078234 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078236 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078236 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078237 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078380 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078778 TIMR S6 Leader, checking heartbeats
078783 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078783 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078785 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078786 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078786 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078787 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078791 LOG1 S3 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078791 LOG1 S3 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078792 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078794 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078794 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078798 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078800 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078800 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078801 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078820 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078821 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078826 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079311 TIMR S6 Leader, checking heartbeats
079319 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079319 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079320 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079322 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079322 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079324 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079326 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079326 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079330 LOG1 S3 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079330 LOG1 S3 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079331 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079333 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079333 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079336 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079342 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079378 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079380 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079560 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079938 TIMR S6 Leader, checking heartbeats
079943 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079943 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079945 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079975 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082039 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080166 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082040 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080168 LOG1 S3 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082057 LOG1 S3 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080169 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080497 TIMR S6 Leader, checking heartbeats
080930 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081385 VOTE S0 did not got majortity votes election faild
082069 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082072 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
082073 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082076 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082077 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082078 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
082081 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082082 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082157 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
082215 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082215 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082217 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
082219 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
082668 TIMR S6 Leader, checking heartbeats
082673 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082673 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082675 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
082676 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082676 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082677 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
082679 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082679 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082680 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
083227 TIMR S6 Leader, checking heartbeats
083232 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
083232 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
083234 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
083236 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
083236 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
083237 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
083239 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
083239 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
083241 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
083836 TIMR S6 Leader, checking heartbeats
083840 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
083841 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
083842 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
083844 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
083844 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
083845 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
083848 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
083848 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
083850 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
084119 TIMR S4 Follower -> Candidate at time : 1681831821
084120 CLNT S4 election timeouts restart a new election now - lastAct = 204 ms
084120 INFO S4 new timeouts 274 ms
084122 VOTE S4 send request to S0 for vote
084122 VOTE S4 send request to S1 for vote
084122 VOTE S4 send request to S2 for vote
084122 VOTE S4 send request to S3 for vote
084122 VOTE S4 send request to S5 for vote
084122 VOTE S4 send request to S6 for vote
084402 TIMR S6 Leader, checking heartbeats
084406 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
084407 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
084408 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
084409 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
084409 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
084414 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
084414 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
084416 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
084419 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
084598 TIMR S1 Follower -> Candidate at time : 1681831821
084598 CLNT S1 election timeouts restart a new election now - lastAct = 255 ms
084599 INFO S1 new timeouts 252 ms
084600 VOTE S1 send request to S0 for vote
084600 VOTE S1 send request to S2 for vote
084600 VOTE S1 send request to S3 for vote
084600 VOTE S1 send request to S4 for vote
084600 VOTE S1 send request to S5 for vote
084600 VOTE S1 send request to S6 for vote
084604 TIMR S3 Follower -> Candidate at time : 1681831821
084604 CLNT S3 election timeouts restart a new election now - lastAct = 254 ms
084604 INFO S3 new timeouts 178 ms
084605 VOTE S3 send request to S0 for vote
084605 VOTE S3 send request to S1 for vote
084605 VOTE S3 send request to S2 for vote
084605 VOTE S3 send request to S4 for vote
084605 VOTE S3 send request to S5 for vote
084605 VOTE S3 send request to S6 for vote
085083 TIMR S6 Leader, checking heartbeats
085086 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
085086 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
085087 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
085089 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
085089 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
085090 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
085094 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
085094 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
085096 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
085751 TIMR S6 Leader, checking heartbeats
086381 TIMR S6 Leader, checking heartbeats
086895 CLNT S3 election timeouts restart a new election now - lastAct = 229 ms
086895 INFO S3 new timeouts 251 ms
086896 VOTE S3 send request to S0 for vote
086897 VOTE S3 send request to S1 for vote
086897 VOTE S3 send request to S2 for vote
086897 VOTE S3 send request to S4 for vote
086897 VOTE S3 send request to S5 for vote
086897 VOTE S3 send request to S6 for vote
086898 CLNT S4 election timeouts restart a new election now - lastAct = 277 ms
086898 INFO S4 new timeouts 279 ms
086898 VOTE S4 send request to S0 for vote
086898 VOTE S4 send request to S1 for vote
086898 VOTE S4 send request to S2 for vote
086898 VOTE S4 send request to S3 for vote
086899 VOTE S4 send request to S5 for vote
086899 VOTE S4 send request to S6 for vote
086901 CLNT S1 Handle RequestVote, CandidatesId3 Term3 CurrentTerm2 LastLogIndex-1 LastLogTerm-1 votedFor1
086901 CLNT S1 voted to S3
086905 CLNT S4 Handle RequestVote, CandidatesId3 Term3 CurrentTerm3 LastLogIndex-1 LastLogTerm-1 votedFor4
086905 CLNT S4 Refuse vote S3 cause already vote for someone else
086907 CLNT S5 Handle RequestVote, CandidatesId3 Term3 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
086908 CLNT S5 voted to S3
086966 CLNT S3 Handle RequestVote, CandidatesId4 Term3 CurrentTerm3 LastLogIndex-1 LastLogTerm-1 votedFor3
086967 CLNT S3 Refuse vote S4 cause already vote for someone else
086969 CLNT S5 Handle RequestVote, CandidatesId4 Term3 CurrentTerm3 LastLogIndex-1 LastLogTerm-1 votedFor3
086970 CLNT S5 Refuse vote S4 cause already vote for someone else
086971 VOTE S0 did not got majortity votes election faild
086971 TIMR S6 Leader, checking heartbeats
086994 CLNT S1 Handle RequestVote, CandidatesId4 Term3 CurrentTerm3 LastLogIndex-1 LastLogTerm-1 votedFor3
086994 CLNT S1 Refuse vote S4 cause already vote for someone else
087236 TIMR S0 Follower -> Candidate at time : 1681831822
087237 CLNT S0 election timeouts restart a new election now - lastAct = 214 ms
087237 INFO S0 new timeouts 263 ms
087239 VOTE S0 send request to S1 for vote
087239 VOTE S0 send request to S2 for vote
087239 VOTE S0 send request to S3 for vote
087239 VOTE S0 send request to S4 for vote
087239 VOTE S0 send request to S5 for vote
087239 VOTE S0 send request to S6 for vote
087559 TIMR S6 Leader, checking heartbeats
087741 TIMR S2 Follower -> Candidate at time : 1681831822
087742 CLNT S2 election timeouts restart a new election now - lastAct = 264 ms
087742 INFO S2 new timeouts 242 ms
087744 VOTE S2 send request to S0 for vote
087744 VOTE S2 send request to S1 for vote
087744 VOTE S2 send request to S3 for vote
087744 VOTE S2 send request to S4 for vote
087744 VOTE S2 send request to S5 for vote
087744 VOTE S2 send request to S6 for vote
088150 TIMR S6 Leader, checking heartbeats
088831 TIMR S6 Leader, checking heartbeats
089052 TIMR S1 Follower -> Candidate at time : 1681831822
089053 CLNT S1 election timeouts restart a new election now - lastAct = 215 ms
089053 INFO S1 new timeouts 214 ms
089054 VOTE S1 send request to S0 for vote
089055 VOTE S1 send request to S2 for vote
089055 VOTE S1 send request to S3 for vote
089055 VOTE S1 send request to S4 for vote
089055 VOTE S1 send request to S5 for vote
089055 VOTE S1 send request to S6 for vote
089229 CLNT S5 Handle RequestVote, CandidatesId1 Term4 CurrentTerm3 LastLogIndex-1 LastLogTerm-1 votedFor3
089229 CLNT S5 voted to S1
089234 CLNT S4 Handle RequestVote, CandidatesId1 Term4 CurrentTerm3 LastLogIndex-1 LastLogTerm-1 votedFor4
089235 CLNT S4 voted to S1
090751 TIMR S6 Leader, checking heartbeats
090771 CLNT S0 election timeouts restart a new election now - lastAct = 352 ms
090771 INFO S0 new timeouts 278 ms
090778 VOTE S0 send request to S1 for vote
090778 VOTE S0 send request to S2 for vote
090778 VOTE S0 send request to S3 for vote
090778 VOTE S0 send request to S4 for vote
090779 VOTE S0 send request to S5 for vote
090779 VOTE S0 send request to S6 for vote
090925 CLNT S3 election timeouts restart a new election now - lastAct = 388 ms
091002 INFO S3 new timeouts 190 ms
091261 TIMR S6 Leader, checking heartbeats
091263 VOTE S3 send request to S0 for vote
091400 VOTE S3 send request to S1 for vote
091400 VOTE S3 send request to S2 for vote
091400 VOTE S3 send request to S4 for vote
091400 VOTE S3 send request to S5 for vote
091400 VOTE S3 send request to S6 for vote
091012 CLNT S2 election timeouts restart a new election now - lastAct = 318 ms
091402 INFO S2 new timeouts 205 ms
091403 VOTE S2 send request to S0 for vote
091403 VOTE S2 send request to S1 for vote
091404 VOTE S2 send request to S3 for vote
091404 VOTE S2 send request to S4 for vote
091404 VOTE S2 send request to S5 for vote
091404 VOTE S2 send request to S6 for vote
091405 CLNT S3 Handle RequestVote, CandidatesId1 Term4 CurrentTerm4 LastLogIndex-1 LastLogTerm-1 votedFor3
091406 CLNT S3 Refuse vote S1 cause already vote for someone else
091744 TIMR S4 Follower -> Candidate at time : 1681831822
091744 CLNT S4 Handle RequestVote, CandidatesId3 Term4 CurrentTerm4 LastLogIndex-1 LastLogTerm-1 votedFor1
091744 CLNT S4 Refuse vote S3 cause already vote for someone else
091746 TIMR S5 Follower -> Candidate at time : 1681831822
091747 CLNT S4 election timeouts restart a new election now - lastAct = 251 ms
091747 INFO S4 new timeouts 261 ms
091747 VOTE S4 send request to S0 for vote
091748 VOTE S4 send request to S1 for vote
091748 VOTE S4 send request to S2 for vote
091748 VOTE S4 send request to S3 for vote
091748 VOTE S4 send request to S5 for vote
091748 VOTE S4 send request to S6 for vote
091285 CLNT S1 election timeouts restart a new election now - lastAct = 223 ms
091749 INFO S1 new timeouts 234 ms
091750 VOTE S1 send request to S0 for vote
091750 VOTE S1 send request to S2 for vote
091750 VOTE S1 send request to S3 for vote
091750 VOTE S1 send request to S4 for vote
091750 VOTE S1 send request to S5 for vote
091750 VOTE S1 send request to S6 for vote
